business,productsLabel,websiteLabel,emailLabel
http://www.wikidata.org/entity/Q49125,medical equipment,https://www.toshiba.co.jp,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,computer hardware,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,software,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,semiconductor,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,escalator,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,movie theater,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,elevator,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,home appliance,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,networking hardware,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,office supply,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,electrical device,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,computer memory,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q49125,medical equipment,https://www.global.toshiba/ww/top.html,mailto:TAI-privacy@toshiba.com
http://www.wikidata.org/entity/Q50595,album,http://ygfamily.com/index.asp,
http://www.wikidata.org/entity/Q50912,paint,http://www.akzonobel.com/,
http://www.wikidata.org/entity/Q51744,map,https://www.autonavi.com,
http://www.wikidata.org/entity/Q51744,amap,https://www.autonavi.com,
http://www.wikidata.org/entity/Q51747,,http://www.airchina.com/,
http://www.wikidata.org/entity/Q52601,,http://www.sca.com/,
http://www.wikidata.org/entity/Q52618,networking hardware,http://www.ericsson.com/,
http://www.wikidata.org/entity/Q52825,high-voltage swith,https://new.abb.com/,
http://www.wikidata.org/entity/Q52846,,http://www.skf.com/group/index.html,
http://www.wikidata.org/entity/Q53227,home appliance,https://global.sharp/,
http://www.wikidata.org/entity/Q53238,software,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,information system,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,power station,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,home appliance,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,railway signal,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,power tool,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,communication device,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,mechanic device,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,electronic machine,https://www.hitachi.co.jp/,
http://www.wikidata.org/entity/Q53238,software,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,information system,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,power station,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,home appliance,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,railway signal,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,power tool,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,communication device,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,mechanic device,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53238,electronic machine,https://www.hitachi.com/,
http://www.wikidata.org/entity/Q53247,television,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,laptop,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,computer hardware,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,software,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,video game console,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,desktop computer,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,digital camera,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,home appliance,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,LCD projector,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53247,DVD player,https://www.panasonic.com/,
http://www.wikidata.org/entity/Q53257,solar cell panel,https://www.mitsubishielectric.co.jp/index.html,
http://www.wikidata.org/entity/Q53257,solar cell panel,https://www.mitsubishielectric.com/en/index.html,
http://www.wikidata.org/entity/Q53268,motor car,https://global.toyota,
http://www.wikidata.org/entity/Q53268,passenger car,https://global.toyota,
http://www.wikidata.org/entity/Q54075,,http://www.ssab.com,
http://www.wikidata.org/entity/Q54173,aircraft engine,https://www.ge.com/,
http://www.wikidata.org/entity/Q55441,Pharmacon,http://www.zeltia.com/,
http://www.wikidata.org/entity/Q55931,motor car,http://worldwide.hyundai.com,
http://www.wikidata.org/entity/Q55931,truck,http://worldwide.hyundai.com,
http://www.wikidata.org/entity/Q58024,,https://www.ebay.com,
http://www.wikidata.org/entity/Q58707,,http://aeroflot.ru,
http://www.wikidata.org/entity/Q59165,television,https://www.prosiebensat1.com/,
http://www.wikidata.org/entity/Q59165,television,https://www.prosiebensat1.com/en/,
http://www.wikidata.org/entity/Q59507,,http://www.astrotechcorp.com/,
http://www.wikidata.org/entity/Q59551,,http://www.gpw.pl,
http://www.wikidata.org/entity/Q60003,brand,http://www.orkla.com,
http://www.wikidata.org/entity/Q60188,,http://www.nationalexpressgroup.com/,
http://www.wikidata.org/entity/Q62621,printer,http://www.canon.com/,
http://www.wikidata.org/entity/Q62621,software,http://www.canon.com/,
http://www.wikidata.org/entity/Q62621,camera,http://www.canon.com/,
http://www.wikidata.org/entity/Q62621,digital camera,http://www.canon.com/,
http://www.wikidata.org/entity/Q62621,photocopier,http://www.canon.com/,
http://www.wikidata.org/entity/Q62621,single-lens reflex camera,http://www.canon.com/,
http://www.wikidata.org/entity/Q62621,camcorder,http://www.canon.com/,
http://www.wikidata.org/entity/Q62621,office supply,http://www.canon.com/,
http://www.wikidata.org/entity/Q2283,Xbox,https://www.microsoft.com/,
http://www.wikidata.org/entity/Q2283,Microsoft Mobile,https://www.microsoft.com/,
http://www.wikidata.org/entity/Q2311,airplane,https://www.airbus.com/,
http://www.wikidata.org/entity/Q3312,,http://www.piraeusbank.gr/,
http://www.wikidata.org/entity/Q3884,Internet Movie Database,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Amazon Kindle,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Alexa Internet,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Amazon Appstore,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Amazon Web Services,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Amazon S3,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Amazon Prime Video,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,ComiXology,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Amazon Echo,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Amazon Prime,https://www.amazon.com,
http://www.wikidata.org/entity/Q3884,Shopbop,https://www.amazon.com,
http://www.wikidata.org/entity/Q3895,footwear,https://www.adidas-group.com/en/,
http://www.wikidata.org/entity/Q3895,sportswear,https://www.adidas-group.com/en/,
http://www.wikidata.org/entity/Q3895,sports equipment,https://www.adidas-group.com/en/,
http://www.wikidata.org/entity/Q3895,personal care products,https://www.adidas-group.com/en/,
http://www.wikidata.org/entity/Q4548,,https://www.turkishairlines.com/,
http://www.wikidata.org/entity/Q4548,,https://www.turkishairlines.com/tr-tr,
http://www.wikidata.org/entity/Q4995,beer,http://www.sabmiller.com/,
http://www.wikidata.org/entity/Q5281,search engine,https://yandex.com/,
http://www.wikidata.org/entity/Q5281,search engine,https://yandex.ru,
http://www.wikidata.org/entity/Q6686,motor car,https://www.renaultgroup.com/en/,
http://www.wikidata.org/entity/Q6686,truck,https://www.renaultgroup.com/en/,
http://www.wikidata.org/entity/Q6686,light commercial vehicle,https://www.renaultgroup.com/en/,
http://www.wikidata.org/entity/Q7240,Atlas,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,artificial satellite,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,radar,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,ballistic missile,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,ammunition,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,Orion,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,military aircraft,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,aviation,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,missile defense,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7240,safety of air navigation,https://www.lockheedmartin.com/,
http://www.wikidata.org/entity/Q7414,music,http://disney.co.uk/,
http://www.wikidata.org/entity/Q7414,software,http://disney.co.uk/,
http://www.wikidata.org/entity/Q7414,list of Disney theatrical animated features,http://disney.co.uk/,
http://www.wikidata.org/entity/Q7414,cinematography,http://disney.co.uk/,
http://www.wikidata.org/entity/Q7414,videogame,http://disney.co.uk/,
http://www.wikidata.org/entity/Q7414,music,https://thewaltdisneycompany.com,
http://www.wikidata.org/entity/Q7414,software,https://thewaltdisneycompany.com,
http://www.wikidata.org/entity/Q7414,list of Disney theatrical animated features,https://thewaltdisneycompany.com,
http://www.wikidata.org/entity/Q7414,cinematography,https://thewaltdisneycompany.com,
http://www.wikidata.org/entity/Q7414,videogame,https://thewaltdisneycompany.com,
http://www.wikidata.org/entity/Q7414,music,https://www.disney.com/,
http://www.wikidata.org/entity/Q7414,software,https://www.disney.com/,
http://www.wikidata.org/entity/Q7414,list of Disney theatrical animated features,https://www.disney.com/,
http://www.wikidata.org/entity/Q7414,cinematography,https://www.disney.com/,
http://www.wikidata.org/entity/Q7414,videogame,https://www.disney.com/,
http://www.wikidata.org/entity/Q8061,,http://www.dna.fi/,
http://www.wikidata.org/entity/Q8093,software,https://www.nintendo.co.jp/,
http://www.wikidata.org/entity/Q8093,software,https://www.nintendo.com/countryselector/,
http://www.wikidata.org/entity/Q8766,,https://www.ba.com,
http://www.wikidata.org/entity/Q8774,,http://www.iairgroup.com/,
http://www.wikidata.org/entity/Q9325,,https://www.lufthansa.com,
http://www.wikidata.org/entity/Q9396,landline telephone,https://www.telekom.com/,
http://www.wikidata.org/entity/Q9401,plastic,https://www.basf.com,
http://www.wikidata.org/entity/Q9584,motor car,http://www.honda.co.uk/,
http://www.wikidata.org/entity/Q9584,motor car,https://global.honda,
http://www.wikidata.org/entity/Q11407,software,https://www.vmware.com/,
http://www.wikidata.org/entity/Q11407,VMware vSphere,https://www.vmware.com/,
http://www.wikidata.org/entity/Q11463,software,https://www.adobe.com/,mailto:DPO@adobe.com
http://www.wikidata.org/entity/Q11463,software,https://business.adobe.com/,mailto:DPO@adobe.com
http://www.wikidata.org/entity/Q11463,software,https://www.adobe.com/,mailto:contact.de@adobe.com
http://www.wikidata.org/entity/Q11463,software,https://business.adobe.com/,mailto:contact.de@adobe.com
http://www.wikidata.org/entity/Q13683,,http://www.nyx.com/,
http://www.wikidata.org/entity/Q14647,computer hardware,http://www.sun.com/,
http://www.wikidata.org/entity/Q14647,software,http://www.sun.com/,
http://www.wikidata.org/entity/Q14647,server,http://www.sun.com/,
http://www.wikidata.org/entity/Q14647,workstation,http://www.sun.com/,
http://www.wikidata.org/entity/Q14772,software,https://www.baidu.com/,
http://www.wikidata.org/entity/Q14772,search engine,https://www.baidu.com/,
http://www.wikidata.org/entity/Q14799,printer,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,television,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,laptop,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,computer hardware,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,software,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,smartphone,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,server,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,desktop computer,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,computer data storage,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,image scanner,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,tablet computer,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,netbook,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q14799,peripheral,https://www.lenovo.com/,
http://www.wikidata.org/entity/Q15805,,http://www.hutchison-whampoa.com,
http://www.wikidata.org/entity/Q18224,sea shipping,https://www.maersk.com/,
http://www.wikidata.org/entity/Q19593,,https://www.celticfc.com,
http://www.wikidata.org/entity/Q19900,software,https://www.oracle.com,
http://www.wikidata.org/entity/Q19900,database management system,https://www.oracle.com,
http://www.wikidata.org/entity/Q19900,relational database management system,https://www.oracle.com,
http://www.wikidata.org/entity/Q19900,API management,https://www.oracle.com,
http://www.wikidata.org/entity/Q20165,motor car,http://www.nissan-global.com/,
http://www.wikidata.org/entity/Q20165,truck,http://www.nissan-global.com/,
http://www.wikidata.org/entity/Q20718,software,http://samsung.com,
http://www.wikidata.org/entity/Q20718,semiconductor device,http://samsung.com,
http://www.wikidata.org/entity/Q20718,home appliance,http://samsung.com,
http://www.wikidata.org/entity/Q151694,,http://ag.buch.de/ag/index.php,
http://www.wikidata.org/entity/Q152051,aspirin,https://bayer.com,
http://www.wikidata.org/entity/Q152057,petroleum,https://www.bp.com,
http://www.wikidata.org/entity/Q152096,hypermarket,https://www.sainsburys.co.uk/,
http://www.wikidata.org/entity/Q152433,software,http://www.xerox.com,
http://www.wikidata.org/entity/Q152695,,https://www.amersports.com/,
http://www.wikidata.org/entity/Q152864,computer hardware,https://www.asus.com/,
http://www.wikidata.org/entity/Q153417,big-box store,http://www.kroger.com,
http://www.wikidata.org/entity/Q154037,petroleum,http://www.totalenergies.com/,
http://www.wikidata.org/entity/Q154387,Iridium satellite constellation,https://www.iridium.com/,
http://www.wikidata.org/entity/Q154950,petroleum,http://www.shell.com,
http://www.wikidata.org/entity/Q154950,petroleum,https://www.shell.co.uk/,
http://www.wikidata.org/entity/Q155026,,https://www.ups.com/,
http://www.wikidata.org/entity/Q156077,,http://www.loreal.com,
http://www.wikidata.org/entity/Q156238,gasoline,https://corporate.exxonmobil.com,
http://www.wikidata.org/entity/Q156238,lubricant,https://corporate.exxonmobil.com,
http://www.wikidata.org/entity/Q156578,motor car,https://www.volkswagenag.com/,
http://www.wikidata.org/entity/Q156578,Volkswagen Commercial Vehicles,https://www.volkswagenag.com/,
http://www.wikidata.org/entity/Q156578,passenger car,https://www.volkswagenag.com/,
http://www.wikidata.org/entity/Q156578,motor car,https://www.volkswagenag.com/de.html,
http://www.wikidata.org/entity/Q156578,Volkswagen Commercial Vehicles,https://www.volkswagenag.com/de.html,
http://www.wikidata.org/entity/Q156578,passenger car,https://www.volkswagenag.com/de.html,
http://www.wikidata.org/entity/Q156578,motor car,https://www.volkswagenag.com/en.html,
http://www.wikidata.org/entity/Q156578,Volkswagen Commercial Vehicles,https://www.volkswagenag.com/en.html,
http://www.wikidata.org/entity/Q156578,passenger car,https://www.volkswagenag.com/en.html,
http://www.wikidata.org/entity/Q156644,MIM-104 Patriot,https://www.raytheon.com,
http://www.wikidata.org/entity/Q156829,,https://www.airberlin.com,
http://www.wikidata.org/entity/Q157064,footwear,http://www.puma.com,
http://www.wikidata.org/entity/Q157064,sportswear,http://www.puma.com,
http://www.wikidata.org/entity/Q157064,sports equipment,http://www.puma.com,
http://www.wikidata.org/entity/Q157064,costume accessory,http://www.puma.com,
http://www.wikidata.org/entity/Q157617,giro,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,money market account,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,Overdraft,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,time deposit,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,cash management,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,corporate financing,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,installment loan,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,Securities account,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,foreign trade financing,http://www.commerzbank.com,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,giro,https://www.commerzbank.com/,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,money market account,https://www.commerzbank.com/,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,Overdraft,https://www.commerzbank.com/,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,time deposit,https://www.commerzbank.com/,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,cash management,https://www.commerzbank.com/,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,corporate financing,https://www.commerzbank.com/,mailto:info@commerzbank.com
http://www.wikidata.org/entity/Q157617,installment loan,https://www.commerzbank.com/,mailto:info@commerzbank.com
