business,googlenewsLabel,bbcnewsLabel,stockexchangeLabel,libofcongressLabel
http://www.wikidata.org/entity/Q641021,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q641021,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q642106,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q642189,,,New York Stock Exchange,n84167243
http://www.wikidata.org/entity/Q642212,,,,n79082266
http://www.wikidata.org/entity/Q642271,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q642372,,,NASDAQ,
http://www.wikidata.org/entity/Q642610,,,NASDAQ,
http://www.wikidata.org/entity/Q642959,,,Moscow Interbank Currency Exchange,
http://www.wikidata.org/entity/Q643626,,,New York Stock Exchange,no2001027416
http://www.wikidata.org/entity/Q643674,,,New York Stock Exchange,n77014559
http://www.wikidata.org/entity/Q644167,,,New York Stock Exchange,n93903924
http://www.wikidata.org/entity/Q644259,,,London Stock Exchange,
http://www.wikidata.org/entity/Q644289,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q644304,,,Frankfurt Stock Exchange,no2002090979
http://www.wikidata.org/entity/Q645072,,,New York Stock Exchange,nr93049136
http://www.wikidata.org/entity/Q645084,,,NASDAQ,
http://www.wikidata.org/entity/Q645407,,,Warsaw Stock Exchange,
http://www.wikidata.org/entity/Q645525,,,NASDAQ,
http://www.wikidata.org/entity/Q645708,,,New York Stock Exchange,n2003019487
http://www.wikidata.org/entity/Q645708,,,Euronext,n2003019487
http://www.wikidata.org/entity/Q645708,,,Italian Bourse,n2003019487
http://www.wikidata.org/entity/Q646458,,,,
http://www.wikidata.org/entity/Q646741,,,Bolsa de Madrid,
http://www.wikidata.org/entity/Q648533,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q648533,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q648533,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q649343,,,National Stock Exchange of India,no99051011
http://www.wikidata.org/entity/Q649715,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q649715,,,Kazakhstan Stock Exchange,
http://www.wikidata.org/entity/Q650259,,,New York Stock Exchange,n2012187650
http://www.wikidata.org/entity/Q650639,,,Paris Bourse,n84000228
http://www.wikidata.org/entity/Q650745,,,London Stock Exchange,n81038496
http://www.wikidata.org/entity/Q651212,,,OTC Markets Group,
http://www.wikidata.org/entity/Q653581,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q654343,,,NASDAQ,
http://www.wikidata.org/entity/Q655966,,,Warsaw Stock Exchange,
http://www.wikidata.org/entity/Q656165,,,New York Stock Exchange,n82207883
http://www.wikidata.org/entity/Q656229,,,Tokyo Stock Exchange,
http://www.wikidata.org/entity/Q657648,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q657663,,,NASDAQ,no2009074289
http://www.wikidata.org/entity/Q658089,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q658789,,,NASDAQ,
http://www.wikidata.org/entity/Q660261,,,London Stock Exchange,
http://www.wikidata.org/entity/Q661242,,,Warsaw Stock Exchange,nb2009020265
http://www.wikidata.org/entity/Q661365,,,Taiwan Stock Exchange,
http://www.wikidata.org/entity/Q661845,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q661845,,,Euronext,
http://www.wikidata.org/entity/Q661845,,,Italian Bourse,
http://www.wikidata.org/entity/Q662095,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q662174,,,Nasdaq Stockholm,
http://www.wikidata.org/entity/Q663448,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q663452,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q663596,,,NASDAQ,n2002151546
http://www.wikidata.org/entity/Q664481,,,OTC Markets Group,
http://www.wikidata.org/entity/Q665461,,,Warsaw Stock Exchange,
http://www.wikidata.org/entity/Q666694,,,Toronto Stock Exchange,n50036077
http://www.wikidata.org/entity/Q667505,,,OTC Markets Group,
http://www.wikidata.org/entity/Q667599,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q667613,,,London Stock Exchange,n2006005114
http://www.wikidata.org/entity/Q667865,,,New York Stock Exchange,n87939466
http://www.wikidata.org/entity/Q668737,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q669141,,,Nasdaq Copenhagen,nb2017017044
http://www.wikidata.org/entity/Q669620,,,OTC Markets Group,nr94005894
http://www.wikidata.org/entity/Q669977,,,NASDAQ,
http://www.wikidata.org/entity/Q670100,,,OTC Markets Group,no2002101243
http://www.wikidata.org/entity/Q670482,,,Italian Bourse,n83150714
http://www.wikidata.org/entity/Q671267,,,Frankfurt Stock Exchange,
http://www.wikidata.org/entity/Q671267,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q671877,,,,
http://www.wikidata.org/entity/Q672384,,,,
http://www.wikidata.org/entity/Q672885,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q673267,,,,n81117295
http://www.wikidata.org/entity/Q673327,,,OTC Markets Group,n2005175850
http://www.wikidata.org/entity/Q673632,,,Warsaw Stock Exchange,
http://www.wikidata.org/entity/Q673670,,,Warsaw Stock Exchange,n2010081447
http://www.wikidata.org/entity/Q674093,,,Warsaw Stock Exchange,
http://www.wikidata.org/entity/Q674216,,,OTC Markets Group,n85824202
http://www.wikidata.org/entity/Q674277,,,,nb2006027910
http://www.wikidata.org/entity/Q5038528,,,NASDAQ,
http://www.wikidata.org/entity/Q5038833,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5038907,,,NASDAQ,n2006036606
http://www.wikidata.org/entity/Q5039434,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5039561,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5041354,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5045738,,,New York Stock Exchange,n78034726
http://www.wikidata.org/entity/Q5045782,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5047083,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5047528,,,NASDAQ,no2010098135
http://www.wikidata.org/entity/Q5048150,,,NASDAQ,
http://www.wikidata.org/entity/Q5048400,,,NASDAQ,
http://www.wikidata.org/entity/Q5048636,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5048645,,,Australian Securities Exchange,
http://www.wikidata.org/entity/Q5048717,,,,
http://www.wikidata.org/entity/Q5050852,,,NASDAQ,
http://www.wikidata.org/entity/Q5051375,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5051394,,,NASDAQ,
http://www.wikidata.org/entity/Q5051394,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5055187,,,NASDAQ,
http://www.wikidata.org/entity/Q5055619,,,NASDAQ,
http://www.wikidata.org/entity/Q5056859,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5057419,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5058597,,,B3,
http://www.wikidata.org/entity/Q5058678,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5058996,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5058996,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5059006,,,London Stock Exchange,no2006098464
http://www.wikidata.org/entity/Q5059102,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5060140,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q5061578,,,New York Stock Exchange,no99037545
http://www.wikidata.org/entity/Q5061633,,,Stock Exchange of Thailand,
http://www.wikidata.org/entity/Q5063092,,,New York Stock Exchange,no2015024782
http://www.wikidata.org/entity/Q5063137,,,NASDAQ,
http://www.wikidata.org/entity/Q5063604,,,NASDAQ,
http://www.wikidata.org/entity/Q5063615,,,NASDAQ,
http://www.wikidata.org/entity/Q5064245,,,,
http://www.wikidata.org/entity/Q5064993,,,Lima Stock Exchange,
http://www.wikidata.org/entity/Q5066486,,,Tehran Stock Exchange,
http://www.wikidata.org/entity/Q5070020,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5072155,,,NASDAQ,
http://www.wikidata.org/entity/Q5072156,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q5072760,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5082076,,,New York Stock Exchange,n89634807
http://www.wikidata.org/entity/Q5082636,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5086953,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5089169,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5090276,,,Moscow Exchange,
http://www.wikidata.org/entity/Q5090406,,,NASDAQ,
http://www.wikidata.org/entity/Q5090664,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5090779,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5091391,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q5092882,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5094252,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5095516,,,New York Stock Exchange,n83138989
http://www.wikidata.org/entity/Q5096273,,,NASDAQ,no2010137871
http://www.wikidata.org/entity/Q5096393,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5098617,,,NASDAQ,
http://www.wikidata.org/entity/Q5099546,,,NASDAQ,
http://www.wikidata.org/entity/Q5099571,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099579,,,NASDAQ,
http://www.wikidata.org/entity/Q5099601,,,NASDAQ,
http://www.wikidata.org/entity/Q5099609,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099614,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099614,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q5099641,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099658,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099683,,,NASDAQ,
http://www.wikidata.org/entity/Q5099698,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099698,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5099699,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099702,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5099718,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099719,,,NASDAQ,
http://www.wikidata.org/entity/Q5099737,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099782,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q5099785,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099785,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q5099790,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099798,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099812,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099812,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q5099812,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q5099817,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5099833,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099833,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q5099856,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099857,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099882,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099884,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099887,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099893,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099902,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099920,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099924,,,NASDAQ,
http://www.wikidata.org/entity/Q5099926,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099945,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099963,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5099980,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5104600,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q679813,,,,no2012091084
http://www.wikidata.org/entity/Q680186,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q680558,,,,n97077312
http://www.wikidata.org/entity/Q680683,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q680776,,,London Stock Exchange,
http://www.wikidata.org/entity/Q680776,,,Moscow Exchange,
http://www.wikidata.org/entity/Q680841,,,NASDAQ,
http://www.wikidata.org/entity/Q680946,,,London Stock Exchange,nr00013120
http://www.wikidata.org/entity/Q680991,,,,
http://www.wikidata.org/entity/Q681316,,,Wiener Börse,
http://www.wikidata.org/entity/Q681333,,,,
http://www.wikidata.org/entity/Q682047,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q682759,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q682759,,,Frankfurt Stock Exchange,
http://www.wikidata.org/entity/Q682992,,,OTC Markets Group,
http://www.wikidata.org/entity/Q683006,,,NASDAQ,
http://www.wikidata.org/entity/Q683064,,,,
http://www.wikidata.org/entity/Q683098,,,London Stock Exchange,nb2006006148
http://www.wikidata.org/entity/Q683098,,,OTC Markets Group,nb2006006148
http://www.wikidata.org/entity/Q683281,,,London Stock Exchange,
http://www.wikidata.org/entity/Q683892,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q684825,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q684825,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q685018,,,London Stock Exchange,
http://www.wikidata.org/entity/Q685641,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q686030,,,OTC Markets Group,n82148551
http://www.wikidata.org/entity/Q686785,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q686785,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q687478,,,NASDAQ,
http://www.wikidata.org/entity/Q688687,,,New York Stock Exchange,no2004028198
http://www.wikidata.org/entity/Q688687,,,Toronto Stock Exchange,no2004028198
http://www.wikidata.org/entity/Q688725,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q688725,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q688755,,,Wiener Börse,
http://www.wikidata.org/entity/Q688950,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q689240,,,JSE Limited,
http://www.wikidata.org/entity/Q689240,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q689404,,,OTC Markets Group,nb2006011349
http://www.wikidata.org/entity/Q689446,,,New York Stock Exchange,n83169682
http://www.wikidata.org/entity/Q689475,,,NASDAQ,no2013113646
http://www.wikidata.org/entity/Q689791,,,NASDAQ,
http://www.wikidata.org/entity/Q690011,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q690011,,,OTC Markets Group,
http://www.wikidata.org/entity/Q690604,,,NASDAQ,
http://www.wikidata.org/entity/Q690789,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q690966,,,,
http://www.wikidata.org/entity/Q691286,,,,
http://www.wikidata.org/entity/Q691382,,,SIX Swiss Exchange,
http://www.wikidata.org/entity/Q691418,,,Moscow Exchange,
http://www.wikidata.org/entity/Q691508,,,Tokyo Stock Exchange,
http://www.wikidata.org/entity/Q691637,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q691637,,,B3,
http://www.wikidata.org/entity/Q692041,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q692157,,,London Stock Exchange,no98067436
http://www.wikidata.org/entity/Q692440,,,Moscow Exchange,
http://www.wikidata.org/entity/Q693001,,,,
http://www.wikidata.org/entity/Q693344,,,,
http://www.wikidata.org/entity/Q694107,,,SIX Swiss Exchange,nb2014018484
http://www.wikidata.org/entity/Q694257,,,Wiener Börse,n2011066137
http://www.wikidata.org/entity/Q694257,,,Prague Stock Exchange,n2011066137
http://www.wikidata.org/entity/Q694507,,,Tokyo Stock Exchange,n83034328
http://www.wikidata.org/entity/Q694507,,,Fukuoka Stock Exchange,n83034328
http://www.wikidata.org/entity/Q694872,,,NASDAQ,
http://www.wikidata.org/entity/Q694872,,,Nasdaq Copenhagen,
http://www.wikidata.org/entity/Q695693,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q696061,,,Bolsa de Madrid,
http://www.wikidata.org/entity/Q696061,,,OTC Markets Group,
http://www.wikidata.org/entity/Q696743,,,Taiwan Stock Exchange,
http://www.wikidata.org/entity/Q697311,,,New York Stock Exchange,n2007010420
http://www.wikidata.org/entity/Q697311,,,Toronto Stock Exchange,n2007010420
http://www.wikidata.org/entity/Q698467,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q698504,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q699810,,,London Stock Exchange,
http://www.wikidata.org/entity/Q700436,,,Wiener Börse,
http://www.wikidata.org/entity/Q700974,,,Tokyo Stock Exchange,
http://www.wikidata.org/entity/Q702049,,,Toronto Stock Exchange,no00087415
http://www.wikidata.org/entity/Q703557,,,Taiwan Stock Exchange,
http://www.wikidata.org/entity/Q703928,,,,
http://www.wikidata.org/entity/Q704470,,,Taiwan Stock Exchange,
http://www.wikidata.org/entity/Q705042,,,Xetra,n83048922
http://www.wikidata.org/entity/Q705329,,,,
http://www.wikidata.org/entity/Q705361,,,OTC Markets Group,n2014189305
http://www.wikidata.org/entity/Q705392,,,NASDAQ,nr93049129
http://www.wikidata.org/entity/Q705757,,,NASDAQ,
http://www.wikidata.org/entity/Q706094,,,New York Stock Exchange,n84231548
http://www.wikidata.org/entity/Q706094,,,New York Stock Exchange,nb2013025908
http://www.wikidata.org/entity/Q706184,,,Euronext,
http://www.wikidata.org/entity/Q707530,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q708789,,,Tokyo Stock Exchange,
http://www.wikidata.org/entity/Q709535,,,Hong Kong Stock Exchange,no2004095964
http://www.wikidata.org/entity/Q709535,,,OTC Markets Group,no2004095964
http://www.wikidata.org/entity/Q711934,,,Taiwan Stock Exchange,
http://www.wikidata.org/entity/Q713418,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q713418,,,Taiwan Stock Exchange,
http://www.wikidata.org/entity/Q714491,,,London Stock Exchange,n50071321
http://www.wikidata.org/entity/Q714641,,,New Zealand Exchange,no2006010373
http://www.wikidata.org/entity/Q714641,,,Australian Securities Exchange,no2006010373
http://www.wikidata.org/entity/Q715583,,,NASDAQ,no97003813
http://www.wikidata.org/entity/Q716457,,,Tokyo Stock Exchange,
http://www.wikidata.org/entity/Q716979,,,Tokyo Stock Exchange,n80113488
http://www.wikidata.org/entity/Q5118174,,,NASDAQ,nr2004028898
http://www.wikidata.org/entity/Q5118415,,,NASDAQ,
http://www.wikidata.org/entity/Q5118603,,,NASDAQ,
http://www.wikidata.org/entity/Q5119055,,,B3,
http://www.wikidata.org/entity/Q5120216,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5120253,,,NASDAQ,
http://www.wikidata.org/entity/Q5120901,,c5y4pp57rpyt,London Stock Exchange,
http://www.wikidata.org/entity/Q5122438,,,NASDAQ,
http://www.wikidata.org/entity/Q5122694,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5123314,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5124096,,,NASDAQ,
http://www.wikidata.org/entity/Q5127720,,,NASDAQ,
http://www.wikidata.org/entity/Q5130494,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5130656,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5130952,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5130975,,,NASDAQ,
http://www.wikidata.org/entity/Q5132065,,,NASDAQ,
http://www.wikidata.org/entity/Q5132401,,,NASDAQ,
http://www.wikidata.org/entity/Q5133094,,,New York Stock Exchange,no98109867
http://www.wikidata.org/entity/Q5135183,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5135229,,,Santiago Stock Exchange,
http://www.wikidata.org/entity/Q5136077,,,NASDAQ,
http://www.wikidata.org/entity/Q5136539,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5136910,,,Australian Securities Exchange,
http://www.wikidata.org/entity/Q5138089,,,,
http://www.wikidata.org/entity/Q5138245,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5138297,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5139058,,,NASDAQ,
http://www.wikidata.org/entity/Q5139356,,,Australian Securities Exchange,
http://www.wikidata.org/entity/Q5140043,,,NASDAQ,
http://www.wikidata.org/entity/Q5140275,,,NASDAQ,
http://www.wikidata.org/entity/Q5141641,,,NASDAQ,
http://www.wikidata.org/entity/Q5145786,,,NASDAQ,
http://www.wikidata.org/entity/Q5147194,,,NASDAQ,
http://www.wikidata.org/entity/Q5148361,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5150796,,,NASDAQ,
http://www.wikidata.org/entity/Q5151691,,,,
http://www.wikidata.org/entity/Q5152057,,,NASDAQ,
http://www.wikidata.org/entity/Q5152058,,,NASDAQ,
http://www.wikidata.org/entity/Q5152411,,,NASDAQ,
http://www.wikidata.org/entity/Q5152510,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5152539,,,NASDAQ,
http://www.wikidata.org/entity/Q5154604,,,NASDAQ,
http://www.wikidata.org/entity/Q5154635,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5154770,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5156101,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5157121,,,Nasdaq Helsinki,
http://www.wikidata.org/entity/Q5157220,,,NASDAQ,
http://www.wikidata.org/entity/Q5157220,,,Tel Aviv Stock Exchange,
http://www.wikidata.org/entity/Q5157454,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5157722,,,OTC Markets Group,
http://www.wikidata.org/entity/Q5158443,,,NASDAQ,
http://www.wikidata.org/entity/Q5158765,,,NASDAQ,
http://www.wikidata.org/entity/Q5159089,,,NASDAQ,
http://www.wikidata.org/entity/Q5159103,,,London Stock Exchange,nr95023074
http://www.wikidata.org/entity/Q5161257,,,NASDAQ,
http://www.wikidata.org/entity/Q5162777,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5163278,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5163620,,,NASDAQ,
http://www.wikidata.org/entity/Q5165314,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5165812,,,NASDAQ,
http://www.wikidata.org/entity/Q5166105,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5166130,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5167530,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5167736,,,New York Stock Exchange,no2004019421
http://www.wikidata.org/entity/Q5168189,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5169368,,,NASDAQ,
http://www.wikidata.org/entity/Q5170128,,,NASDAQ,
http://www.wikidata.org/entity/Q5170137,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5170140,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5170174,,,New York Stock Exchange,n84086710
http://www.wikidata.org/entity/Q5170480,,,zero two desnuda,
http://www.wikidata.org/entity/Q5170685,,,NASDAQ,
http://www.wikidata.org/entity/Q5172422,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5173239,,,OTC Markets Group,
http://www.wikidata.org/entity/Q5173417,,,NASDAQ,
http://www.wikidata.org/entity/Q5173834,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5173965,,,NASDAQ,
http://www.wikidata.org/entity/Q5174993,,,London Stock Exchange,n85369587
http://www.wikidata.org/entity/Q5175243,,,NASDAQ,
http://www.wikidata.org/entity/Q5176904,,,NASDAQ,
http://www.wikidata.org/entity/Q5176904,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5177291,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5177551,,,OTC Markets Group,nb2005009587
http://www.wikidata.org/entity/Q5177565,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5177980,,,NASDAQ,
http://www.wikidata.org/entity/Q5178074,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q5178840,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5178891,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5179012,,,NASDAQ,
http://www.wikidata.org/entity/Q5179371,,,NASDAQ,
http://www.wikidata.org/entity/Q5182000,,,New York Stock Exchange,nr92026207
http://www.wikidata.org/entity/Q5182270,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5182813,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5183828,,,NASDAQ,
http://www.wikidata.org/entity/Q5184408,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q5184408,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5184550,,,London Stock Exchange,
http://www.wikidata.org/entity/Q5184788,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q5187383,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q1772027,,,Nasdaq Copenhagen,
http://www.wikidata.org/entity/Q1774807,,,,
http://www.wikidata.org/entity/Q1776022,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q1776022,,,Oslo Stock Exchange,
http://www.wikidata.org/entity/Q1776939,,,Frankfurt Stock Exchange,
http://www.wikidata.org/entity/Q1777562,,,,
http://www.wikidata.org/entity/Q1779027,,,,
http://www.wikidata.org/entity/Q1779056,,,Euronext,
http://www.wikidata.org/entity/Q1779684,,,OTC Markets Group,no2006040686
http://www.wikidata.org/entity/Q1779812,,,,
http://www.wikidata.org/entity/Q1779936,,,Oslo Stock Exchange,
http://www.wikidata.org/entity/Q1780382,,,New York Stock Exchange,n50067957
http://www.wikidata.org/entity/Q1780407,,,London Stock Exchange,nb2012010822
http://www.wikidata.org/entity/Q1781087,,,London Stock Exchange,
http://www.wikidata.org/entity/Q1781308,,,OTC Markets Group,
http://www.wikidata.org/entity/Q1781428,,,New York Stock Exchange,no2010111855
http://www.wikidata.org/entity/Q1781702,,,London Stock Exchange,
http://www.wikidata.org/entity/Q1781702,,,Moscow Exchange,
http://www.wikidata.org/entity/Q1783279,,,Oslo Stock Exchange,
http://www.wikidata.org/entity/Q1783959,,,Nasdaq Stockholm,
http://www.wikidata.org/entity/Q1784126,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q1784671,,,NASDAQ,no94034561
http://www.wikidata.org/entity/Q1785405,,,New York Stock Exchange,n2004056476
http://www.wikidata.org/entity/Q1785405,,,Toronto Stock Exchange,n2004056476
http://www.wikidata.org/entity/Q1785549,CAAqIggKIhxDQkFTRHdvSkwyMHZNRGw2Wm1wNkVnSmxiaWdBUAE,,New York Stock Exchange,no2005068201
http://www.wikidata.org/entity/Q1786345,,,New York Stock Exchange,no92005167
http://www.wikidata.org/entity/Q1786712,,,OTC Markets Group,
http://www.wikidata.org/entity/Q1788862,,,,
http://www.wikidata.org/entity/Q1789188,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q1789944,,,National Stock Exchange of India,
http://www.wikidata.org/entity/Q1792238,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q1793182,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q1794840,,,,nb2005016326
http://www.wikidata.org/entity/Q1796471,,,,
http://www.wikidata.org/entity/Q1797038,,,,
http://www.wikidata.org/entity/Q1797717,,,,
http://www.wikidata.org/entity/Q1798076,,,,
http://www.wikidata.org/entity/Q1798272,,,,
http://www.wikidata.org/entity/Q1798370,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q1798370,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q1799875,,,London Stock Exchange,
http://www.wikidata.org/entity/Q1802165,,,,
